"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.680431716E0,1.142358184E-1,-8.952398300E-1,-1.249963045E-2,9.025854066E-1
5.690083904E0,3.049209714E-1,-1.718873024E0,1.683127880E-2,1.745790527E0
5.700647914E0,4.909481406E-1,-2.365227222E0,7.690787315E-4,2.415642871E0
5.710297394E0,6.804599166E-1,-2.978149414E0,-1.601153016E-1,3.059090803E0
5.720583331E0,7.887203097E-1,-3.480518818E0,-1.125125885E-1,3.570539182E0
5.730040935E0,9.107460380E-1,-3.968932152E0,-1.105111837E-1,4.073584845E0
5.740103019E0,9.714388251E-1,-4.413128376E0,-6.383526325E-2,4.519233386E0
5.750037498E0,1.074212193E0,-4.901504517E0,-6.178319454E-2,5.018216369E0
5.760151352E0,1.120799422E0,-5.470841885E0,-4.348814487E-2,5.584639065E0
5.770546091E0,1.195107222E0,-5.940008163E0,-8.918035030E-2,6.059697302E0
5.780092446E0,1.189478874E0,-6.308973789E0,2.002513409E-2,6.420156639E0
5.790065987E0,1.187620878E0,-6.596181870E0,2.188026905E-2,6.702278519E0
5.800497758E0,1.200870872E0,-6.677570343E0,4.391956329E-2,6.784833488E0
5.810403539E0,1.122713447E0,-6.792385101E0,6.483459473E-2,6.884851805E0
5.820470154E0,1.136664748E0,-6.846311569E0,9.580624104E-2,6.940689280E0
5.830077602E0,1.087594032E0,-7.076090813E0,2.503048778E-1,7.163558787E0
5.840330935E0,9.052972794E-1,-6.823231697E0,2.190263867E-1,6.886510474E0
5.850341091E0,9.045286775E-1,-6.823139191E0,2.203652263E-1,6.886360532E0
5.860830779E0,8.271769285E-1,-6.506960869E0,7.846367359E-2,6.559795574E0
5.870479789E0,7.783648968E-1,-6.321711063E0,-1.430133581E-1,6.371054505E0
5.880480987E0,6.440967917E-1,-6.043715477E0,-2.074394226E-1,6.081479142E0
5.890267706E0,5.608985424E-1,-5.805458069E0,-3.430731893E-1,5.842572188E0
5.900377810E0,4.463469386E-1,-5.335853100E0,-2.826390266E-1,5.361943557E0
5.910134060E0,2.462114692E-1,-4.684295654E0,-7.925808430E-2,4.691431307E0
5.920694321E0,-5.623388290E-2,-3.242735386E0,9.602147341E-2,3.244644072E0
5.930002185E0,-9.129595757E-2,-3.252189159E0,2.688628435E-2,3.253581435E0
5.943001768E0,-2.131373286E-1,-2.265446186E0,4.685717821E-2,2.275932674E0
5.950154216E0,-3.483538032E-1,-2.284775257E0,-4.054725170E-2,2.311534648E0
5.960517498E0,-2.215819359E-1,-1.259752274E0,-1.252406240E-1,1.285207983E0
5.970010935E0,-2.193195820E-1,-1.259449005E0,-1.237519979E-1,1.284378228E0
5.980521404E0,-1.785687506E-1,-2.533149719E-2,8.388519287E-2,1.989100526E-1
5.990462185E0,-1.771446466E-1,-2.530288696E-2,8.322757483E-2,1.973506806E-1
6.000243800E0,2.008998394E-1,1.158857346E0,3.998159170E-1,1.242241466E0
6.010089060E0,1.989945620E-1,1.158576965E0,3.956389427E-1,1.240334468E0
6.020602341E0,8.020913601E-1,2.079981804E0,1.429528594E-1,2.233855495E0
6.030131039E0,7.947286367E-1,2.080062866E0,-6.836229563E-2,2.227763124E0
6.040464789E0,1.231697559E0,2.888407707E0,-1.678262353E-1,3.144541875E0
6.050830154E0,1.438191533E0,3.320054054E0,-3.486596346E-1,3.634930171E0
6.060111768E0,1.595077276E0,3.771068573E0,-5.278944969E-1,4.128426129E0
6.070434320E0,1.413429856E0,4.245414734E0,-4.807751179E-1,4.500274984E0
6.080606404E0,1.154287100E0,4.715391159E0,-5.462252498E-1,4.885248665E0
6.090066508E0,9.062352777E-1,5.283926010E0,-6.384996176E-1,5.398964551E0
6.100329112E0,4.542327523E-1,5.868680954E0,-9.686485529E-1,5.965402212E0
6.110044737E0,-5.826532841E-2,6.328775406E0,-1.153364897E0,6.433276270E0
6.120310831E0,-3.177270889E-1,6.535209656E0,-1.111998677E0,6.636750470E0
6.130137029E0,-8.697969913E-1,6.688442230E0,-9.646268487E-1,6.813392050E0
6.140295935E0,-1.104621053E0,6.796002388E0,-8.427141309E-1,6.936569991E0
6.150003383E0,-1.407689214E0,7.010725021E0,-6.511707306E-1,7.180242166E0
6.160334268E0,-1.617856145E0,7.135144234E0,-5.280095935E-1,7.335293850E0
6.170754893E0,-1.674706817E0,7.115836143E0,-4.157009721E-1,7.322060792E0
6.180260362E0,-1.692552924E0,6.874777794E0,-3.505642414E-1,7.088737575E0
6.190046039E0,-1.361071587E0,6.366884232E0,-1.246653199E-1,6.511933056E0
6.200429320E0,-1.141410232E0,5.664254189E0,1.592898965E-1,5.780308478E0
6.210016508E0,-9.077786207E-1,4.899854660E0,2.942802608E-1,4.991917326E0
6.220653643E0,-4.614991844E-1,4.305603981E0,2.224480212E-1,4.335976275E0
6.230102133E0,-6.714802980E-2,3.797756195E0,1.423065662E-1,3.801014619E0
6.240149945E0,5.101400614E-2,3.288462639E0,5.768084526E-2,3.289364078E0
6.250024529E0,2.212359905E-1,2.604848862E0,2.300530672E-2,2.614328250E0
6.260614320E0,5.057592392E-1,1.934684753E0,-1.208187938E-1,2.003345872E0
6.270023904E0,5.432509184E-1,1.197257996E0,1.634895802E-3,1.314743679E0
6.281835987E0,5.396050215E-1,-2.387065887E-1,-3.693258762E-1,6.961005801E-1
6.290158852E0,5.360093117E-1,-2.381553650E-1,-3.668341041E-1,6.918028765E-1
6.300140935E0,4.059542418E-1,-7.434215546E-1,-3.938367963E-1,9.341209110E-1
6.310051820E0,3.072245717E-1,-1.268008232E0,-3.205372095E-1,1.343493921E0
6.320482185E0,1.894664764E-2,-1.746488571E0,-2.891961336E-1,1.770371630E0
6.330035258E0,-9.013515711E-2,-2.286101818E0,-2.183818817E-1,2.298276858E0
6.340701195E0,-2.909392118E-1,-2.850851059E0,-2.730075121E-1,2.878633441E0
6.350006195E0,-2.993377447E-1,-3.349539280E0,-1.608202457E-1,3.366731297E0
6.360410466E0,-5.184226632E-1,-3.856950760E0,-6.297171116E-2,3.892145508E0
6.370973695E0,-7.464341521E-1,-4.383560658E0,-4.177165031E-2,4.446854265E0
6.380722810E0,-7.148037553E-1,-4.980331421E0,-6.063151360E-2,5.031731476E0
6.389997758E0,-7.800498605E-1,-5.430297375E0,-2.035474777E-2,5.486075253E0
6.400289945E0,-7.301161289E-1,-6.271404743E0,1.500509381E-1,6.315544497E0
6.410012393E0,-6.630126834E-1,-6.275507450E0,1.259973645E-1,6.311691921E0
6.420306872E0,-7.190108895E-1,-6.533986092E0,2.038008571E-1,6.576586173E0
6.430098383E0,-7.175858021E-1,-6.610517502E0,2.527421713E-1,6.654152811E0
6.440164112E0,-6.258066297E-1,-6.759239197E0,3.294216990E-1,6.796136190E0
6.450250622E0,-6.098407507E-1,-6.895292282E0,3.688313961E-1,6.932026976E0
6.460769945E0,-4.462756515E-1,-7.125104904E0,5.128792524E-1,7.157466520E0
6.470488852E0,-4.455099106E-1,-7.125074387E0,5.132700205E-1,7.157416448E0
6.480249112E0,-3.777563572E-1,-6.761100769E0,3.989801407E-1,6.783389170E0
6.490237133E0,-4.417378902E-1,-6.759613991E0,4.052591324E-1,6.786143871E0
6.500710518E0,-2.688910365E-1,-6.204046726E0,1.957713366E-1,6.212956187E0
6.510226404E0,-3.379886150E-1,-6.199159145E0,2.301402688E-1,6.212630277E0
6.520621404E0,-3.187856078E-2,-5.566909313E0,8.814901114E-2,5.567698429E0
6.530009789E0,-7.715241611E-2,-5.562987804E0,1.142740846E-1,5.564696252E0
6.540104581E0,1.138634980E-1,-4.380862713E0,2.666196227E-1,4.390445197E0
6.550411924E0,1.794063151E-1,-3.748643875E0,2.196648121E-1,3.759357679E0
6.560199008E0,3.015045822E-1,-3.207853794E0,1.386737823E-1,3.224974635E0
6.570042862E0,3.658300936E-1,-2.709593773E0,4.442715645E-2,2.734539055E0
6.580264685E0,4.009794593E-1,-2.353221416E0,-2.195441723E-2,2.387240574E0
6.590262602E0,4.359639287E-1,-1.883534431E0,-1.916496754E-1,1.942806243E0
6.600379685E0,5.471853018E-1,-1.176589012E0,-4.383369684E-1,1.369639645E0
6.610362185E0,4.667876959E-1,-4.003562927E-1,-3.965512514E-1,7.317300111E-1
6.623413956E0,4.909770787E-1,5.316553116E-1,-2.494282722E-1,7.654608580E-1
6.630018799E0,2.874062955E-1,1.250060081E0,-2.389440536E-1,1.304740145E0
6.640161924E0,2.450389564E-1,1.834414482E0,-3.117742538E-1,1.876785488E0
6.650330414E0,2.451509982E-2,2.188741684E0,-2.161313295E-1,2.199523562E0
6.661447862E0,-2.411839515E-1,2.686669350E0,-2.167856693E-1,2.706170342E0
6.670867133E0,-2.693438828E-1,3.329650879E0,-3.273587227E-1,3.356528688E0
6.680344685E0,-3.269876838E-1,4.150921822E0,-2.073136568E-1,4.168938938E0
6.690409424E0,-5.142507553E-1,4.830509186E0,6.460922956E-2,4.858234987E0
6.700412758E0,-6.142774820E-1,5.413994789E0,3.609787822E-1,5.460675973E0
6.710080362E0,-6.468234062E-1,5.706665039E0,2.334396839E-1,5.747947501E0
6.720834268E0,-5.831516981E-1,5.858971596E0,2.377544045E-1,5.892719340E0
6.730116872E0,-4.180715084E-1,6.174563408E0,7.761865854E-2,6.189187485E0
6.740348643E0,-2.896457314E-1,6.346801758E0,-1.063079834E-1,6.354296860E0
6.750448435E0,2.356213331E-2,6.432659149E0,-2.625797391E-1,6.438059259E0
6.760097081E0,1.706796587E-1,6.597683907E0,-2.512930632E-1,6.604673548E0
6.771016039E0,4.416118860E-1,6.597361565E0,-3.686304092E-1,6.622393000E0
6.780621299E0,6.382260919E-1,6.390195847E0,-4.017876387E-1,6.434544957E0
6.793124112E0,8.386828899E-1,6.150720596E0,-5.645492673E-1,6.233255066E0
6.800103643E0,1.008794427E0,6.045508385E0,-7.348458171E-1,6.172992483E0
6.810026299E0,1.116405368E0,5.821228027E0,-7.708452344E-1,5.977228377E0
6.820849060E0,1.094891548E0,5.582048416E0,-7.589443326E-1,5.738819436E0
6.830024216E0,1.066396952E0,5.303408623E0,-6.915371418E-1,5.453583143E0
6.842991768E0,6.576089263E-1,4.441608429E0,-5.467407703E-1,4.523191396E0
6.850051872E0,7.786934972E-1,4.435734749E0,-6.172485948E-1,4.545668504E0
6.860716508E0,5.526524782E-1,4.033640862E0,-5.958583355E-1,4.114696893E0
6.870095570E0,3.776283860E-1,3.579781532E0,-6.040169001E-1,3.649969237E0
6.880784320E0,9.842947125E-2,2.976533890E0,-4.205490351E-1,3.007707407E0
6.890106560E0,-8.330969512E-2,2.488169670E0,-2.763220668E-1,2.504851831E0
6.900410310E0,-1.025968194E-1,1.871717453E0,-1.804402471E-1,1.883191709E0
6.910388174E0,-2.542541623E-1,1.268335342E0,8.634793758E-2,1.296447333E0
6.920963226E0,-3.477302492E-1,5.978918076E-1,2.470849454E-1,7.344670925E-1
6.930194268E0,-4.025368094E-1,2.328872681E-2,1.883597970E-1,4.450366961E-1
6.940240310E0,-3.375099003E-1,-7.251548767E-1,-4.753434658E-2,8.012627797E-1
6.950209945E0,-3.483599424E-1,-1.319227219E0,1.030294895E-1,1.368331166E0
6.961153539E0,-3.166657686E-2,-2.746119499E0,1.129857898E-1,2.748625268E0
6.970063331E0,-3.101122379E-2,-2.746067047E0,1.133711934E-1,2.748581261E0
6.980431508E0,6.254169345E-2,-3.903365135E0,1.041441560E-1,3.905255030E0
6.990422914E0,6.266912818E-2,-3.903299332E0,1.049768925E-1,3.905213597E0
7.000560414E0,2.727953196E-1,-4.765119553E0,-8.598268032E-3,4.772929453E0
7.010059372E0,8.474022150E-2,-4.758096695E0,1.066032648E-1,4.760045096E0
7.021927445E0,2.373481095E-1,-5.753935814E0,-6.406539679E-2,5.759185346E0
7.030051820E0,1.170007065E-1,-5.746237755E0,1.539200544E-2,5.747449383E0
7.040398851E0,1.643635631E-1,-6.550542831E0,4.557448626E-2,6.552763066E0
7.050381976E0,1.638581306E-1,-6.684453964E0,-2.942299843E-2,6.686526752E0
7.060466455E0,1.623505205E-1,-6.749382973E0,7.531428337E-2,6.751755360E0
7.070602653E0,1.425556839E-1,-6.864135742E0,1.150452495E-1,6.866579718E0
7.080156039E0,6.310397387E-2,-6.923706055E0,1.666540504E-1,6.925998933E0
7.090517393E0,6.254079938E-2,-7.009722710E0,1.680355668E-1,7.012015386E0
7.100575310E0,5.241924524E-2,-6.980817795E0,1.694188714E-1,6.983070071E0
7.110133851E0,-5.266845226E-3,-6.640338898E0,5.859386921E-2,6.640599495E0
7.120226091E0,-5.381569266E-2,-6.399638653E0,-3.886640072E-2,6.399982938E0
7.130176820E0,-4.472243786E-2,-6.054528236E0,-1.893290281E-1,6.057652825E0
7.140190883E0,-1.502136588E-1,-5.833884239E0,-2.724080086E-1,5.842172163E0
7.150036508E0,-1.841338277E-1,-5.559493542E0,-2.638797760E-1,5.568797558E0
7.160215414E0,-1.848542690E-1,-5.092239857E0,-1.665618420E-1,5.098315477E0
7.171089580E0,-2.991556823E-1,-4.526932240E0,-8.735191822E-2,4.537646965E0
7.180171976E0,-3.746226430E-1,-3.885114670E0,5.814445019E-2,3.903567458E0
7.190061091E0,-3.755837381E-1,-3.311685085E0,-3.989565372E-2,3.333153599E0
7.200693122E0,-4.370771945E-1,-2.762694359E0,-7.614850998E-2,2.798091348E0
7.210061091E0,-4.729406834E-1,-2.264683247E0,5.894500017E-2,2.314289872E0
7.220823383E0,-5.211371779E-1,-1.804373741E0,3.049254417E-3,1.878126155E0
7.230240414E0,-5.177885890E-1,-1.239416122E0,3.233188391E-2,1.343615532E0
7.240219320E0,-4.569067955E-1,-3.681583405E-1,1.938895583E-1,6.179785953E-1
7.250039997E0,-5.234656334E-1,4.099340439E-1,2.741651237E-1,7.191861405E-1
7.260498643E0,-4.519402087E-1,1.146776199E0,4.797472954E-1,1.322687821E0
7.270432341E0,-4.584743381E-1,1.673532486E0,4.495391250E-1,1.792482950E0
7.280404216E0,-3.392421007E-1,2.132599831E0,4.437101483E-1,2.204528507E0
7.290063174E0,-2.854301333E-1,2.567861557E0,2.469697297E-1,2.595453214E0
7.300536351E0,-1.478751898E-1,3.343110085E0,1.280887723E-1,3.348829474E0
7.310107549E0,-1.218858957E-1,3.908374786E0,5.351275206E-2,3.910641029E0
7.320784216E0,1.504379511E-2,4.587789536E0,2.019983530E-2,4.587858670E0
7.330043799E0,1.819348335E-2,5.037429810E0,-1.078419685E-1,5.038616872E0
7.340358487E0,6.933999062E-2,5.337151527E0,-2.336415648E-1,5.342713060E0
7.350463174E0,8.374428749E-2,5.584045410E0,-3.904356956E-1,5.598304768E0
7.360420049E0,1.094257832E-2,5.861729622E0,-7.431665659E-1,5.908662323E0
7.370173330E0,-9.858816862E-2,6.216270447E0,-1.035327196E0,6.302669299E0
7.380465622E0,-9.628877044E-2,6.421865463E0,-1.113021493E0,6.518316071E0
7.390389685E0,-2.335049212E-1,6.556150436E0,-1.099115849E0,6.651743286E0
7.400426768E0,-2.738712728E-1,6.551046371E0,-1.009597540E0,6.634041093E0
7.410070257E0,-3.531689346E-1,6.455236435E0,-8.737589121E-1,6.523669241E0
7.420506351E0,-5.455496907E-1,6.272589684E0,-3.984251022E-1,6.308862684E0
7.430015622E0,-5.371365547E-1,6.271930695E0,-4.018009901E-1,6.307699609E0
7.440275935E0,-4.714874327E-1,6.057298660E0,-4.167856574E-1,6.089899650E0
7.450393330E0,-4.839445353E-1,5.884351730E0,-1.150040627E-1,5.905338562E0
7.460125466E0,-3.640133142E-1,5.490901947E0,2.316165566E-1,5.507826805E0
7.470044164E0,-3.541773558E-1,5.087867737E0,3.211421371E-1,5.110281008E0
7.480761560E0,-1.632847339E-1,3.955183983E0,3.727585673E-1,3.976064787E0
7.490203591E0,-1.610701233E-1,3.954680443E0,3.665001392E-1,3.974891614E0
7.500233122E0,4.967737198E-2,3.044555664E0,2.854420543E-1,3.058310677E0
7.510127966E0,4.972609878E-2,3.044236183E0,2.810837030E-1,3.057589683E0
7.520103330E0,9.720279276E-2,2.546110153E0,4.932367802E-2,2.548442293E0
7.530009580E0,2.687242031E-1,1.960179329E0,2.598090768E-1,1.995499049E0
7.540431403E0,3.239614367E-1,5.427732468E-1,6.744068861E-2,6.356902205E-1
7.550077809E0,3.217639029E-1,5.427350998E-1,6.661069393E-2,6.344528212E-1
7.560164528E0,3.807014525E-1,-7.814340591E-1,-2.424612045E-1,9.024190936E-1
7.570388174E0,2.927124500E-1,-1.413181305E0,-3.068156242E-1,1.475431397E0
7.580435622E0,3.237305880E-1,-1.928067207E0,-1.530567408E-1,1.961038249E0
7.590565049E0,3.029708862E-1,-2.540696621E0,-1.316672564E-1,2.562082540E0
7.600510726E0,2.728900313E-1,-3.105427742E0,-1.292849779E-1,3.120074524E0
7.610101039E0,2.716566026E-1,-3.756348610E0,-1.077370644E-1,3.767699492E0
7.620400882E0,3.812563419E-1,-4.193722248E0,3.009986877E-2,4.211124398E0
7.630172289E0,4.245996475E-1,-4.620529175E0,8.271574974E-3,4.640004648E0
7.640210882E0,3.186206520E-1,-5.146980762E0,5.829346180E-2,5.157162807E0
7.650264216E0,4.335345030E-1,-5.623093605E0,7.576823235E-3,5.639786456E0
7.660261664E0,4.043337703E-1,-6.034663200E0,1.339542866E-1,6.049676809E0
7.670676143E0,5.022755861E-1,-6.473781586E0,2.593578100E-1,6.498414827E0
7.680490049E0,4.636990428E-1,-6.598134995E0,3.467760682E-1,6.623492723E0
7.690072653E0,5.163349509E-1,-6.712115288E0,3.313471079E-1,6.740095276E0
7.700429424E0,5.257313251E-1,-6.740724564E0,3.803019524E-1,6.771882356E0
7.710026403E0,5.803681016E-1,-6.796781540E0,4.462069273E-1,6.836092967E0
7.720548747E0,5.802480578E-1,-6.835004807E0,4.757192731E-1,6.876066269E0
7.730299424E0,6.324158907E-1,-6.900344849E0,5.034825802E-1,6.947532195E0
7.740381195E0,5.271906257E-1,-6.670399666E0,4.372503161E-1,6.705471609E0
7.750283278E0,5.330936909E-1,-6.342250347E0,3.533930779E-1,6.374418798E0
7.760553747E0,5.331680775E-1,-5.949449539E0,2.397698164E-1,5.978102340E0
7.771451872E0,4.186155200E-1,-5.681100845E0,1.837787032E-1,5.699466675E0
7.780421039E0,4.102708101E-1,-5.317695141E0,1.913014650E-1,5.336927955E0
7.790213799E0,4.038398862E-1,-5.089534283E0,1.815159321E-1,5.108756591E0
7.800545257E0,3.848695159E-1,-4.428632259E0,2.972235680E-1,4.455249722E0
7.810094893E0,2.215350866E-1,-3.697457314E0,3.472576737E-1,3.720330129E0
7.820826455E0,2.504618764E-1,-3.161093235E0,2.614868283E-1,3.181763183E0
7.830036716E0,2.504017949E-1,-2.653467178E0,1.854472160E-1,2.671699795E0
7.840365466E0,2.736782730E-1,-2.196745396E0,9.788590670E-2,2.215890742E0
7.850312341E0,3.963866532E-1,-1.727505684E0,3.188300133E-2,1.772685757E0
7.860320361E0,3.490761518E-1,-1.271400452E0,-8.938956261E-2,1.321477870E0
7.870683018E0,5.555651188E-1,-4.190893173E-1,-2.023453712E-1,7.247289882E-1
7.880137757E0,5.449770093E-1,4.421148300E-1,-3.544890881E-2,7.026536051E-1
7.890502132E0,7.389642000E-1,1.112152100E0,-1.717031002E-2,1.335382043E0
7.900566611E0,9.022340178E-1,1.638466835E0,-6.600582600E-2,1.871618701E0
7.910081299E0,8.904504180E-1,2.061160088E0,-1.977050304E-1,2.253967642E0
7.920686820E0,9.709674716E-1,2.385141373E0,-2.560161352E-1,2.587899044E0
7.930299424E0,1.026940465E0,2.863868713E0,-2.563011646E-1,3.053201764E0
7.940509788E0,1.129268885E0,3.514874458E0,-2.193962932E-1,3.698340899E0
7.950039320E0,1.074018002E0,4.064813614E0,-2.566193938E-1,4.212134601E0
7.960584216E0,8.909143209E-1,4.753856659E0,-3.162306547E-2,4.836722183E0
7.970451143E0,7.004131079E-1,5.232074738E0,5.767291784E-2,5.279063435E0
7.980349893E0,5.626407862E-1,5.584172249E0,-3.150463104E-2,5.612533911E0
7.990136663E0,2.712426782E-1,5.746535301E0,-1.413345337E-1,5.754669062E0
8.000114841E0,1.597005129E-2,5.977022171E0,-2.127724886E-1,5.980829475E0
8.010646351E0,-1.748154014E-1,6.254432678E0,-2.452567220E-1,6.261680239E0
8.020670257E0,-6.187767982E-1,6.646896362E0,-3.061566353E-1,6.682652756E0
8.030054424E0,-6.128805876E-1,6.646723747E0,-3.094438910E-1,6.682089098E0
8.040178174E0,-7.710030079E-1,6.418601036E0,-3.519598246E-1,6.474315455E0
8.050055570E0,-8.170732856E-1,6.418986320E0,-3.401235938E-1,6.479712817E0
8.060755101E0,-5.719398856E-1,6.064676285E0,-5.129432678E-1,6.113143583E0
8.070871872E0,-5.664401054E-1,6.064684868E0,-4.849528670E-1,6.110354836E0
8.080106820E0,-4.954580963E-2,5.451703072E0,-4.281901717E-1,5.468717216E0
8.090023903E0,-3.483561873E-1,5.454028130E0,-4.084458947E-1,5.480383465E0
8.100129684E0,5.061358213E-3,4.584979057E0,-4.108638167E-1,4.603353957E0
8.110348747E0,6.323784590E-3,4.584929466E0,-4.109814763E-1,4.603316628E0
8.120140726E0,3.488188684E-1,3.368824005E0,-4.100932479E-1,3.411572402E0
8.130353486E0,1.064299345E-1,3.376730919E0,-4.335321188E-1,3.406110557E0
8.140147341E0,3.056873083E-1,2.326337814E0,-3.095444441E-1,2.366666457E0
8.150038226E0,3.043316603E-1,2.326493263E0,-3.086987138E-1,2.366534082E0
8.162407809E0,1.834569573E-1,1.227430344E0,3.462302685E-2,1.241547606E0
8.170481768E0,5.881565809E-2,5.857114792E-1,8.155667782E-2,5.942799931E-1
8.180020882E0,-1.413870454E-1,-8.468627930E-2,-6.163084507E-2,1.759557432E-1
8.190518643E0,-2.480719686E-1,-5.641412735E-1,-1.157035232E-1,6.270425690E-1
8.200526559E0,-4.279767871E-1,-1.215417862E0,-6.679266691E-2,1.290296853E0
8.211287445E0,-5.978193283E-1,-1.895504951E0,7.733446360E-2,1.989046905E0
8.220115049E0,-6.561182737E-1,-2.509699345E0,1.557564735E-1,2.598719313E0
8.230048434E0,-7.393554449E-1,-3.084405899E0,1.827077270E-1,3.177040815E0
8.240425257E0,-8.229759932E-1,-3.697439194E0,2.214847803E-1,3.794390805E0
8.250623018E0,-9.705914855E-1,-4.164779186E0,2.467498183E-1,4.283493781E0
8.260548799E0,-1.006150365E0,-4.576644421E0,1.138349771E-1,4.687320248E0
8.270048018E0,-1.061597109E0,-5.030960083E0,3.859436512E-2,5.141890441E0
8.280197132E0,-1.059303761E0,-5.471475124E0,-7.573246956E-3,5.573080104E0
8.290141872E0,-9.236264825E-1,-5.892798424E0,-5.912005901E-3,5.964745937E0
8.300527393E0,-9.731688499E-1,-6.332116604E0,7.873773575E-2,6.406946069E0
8.311349840E0,-9.145952463E-1,-6.542738914E0,8.018952608E-2,6.606840949E0
8.320260518E0,-1.017652035E0,-6.604999542E0,2.013469934E-1,6.685968533E0
8.330051663E0,-1.044036627E0,-6.607294083E0,2.247725725E-1,6.693046413E0
8.340782705E0,-9.378457069E-1,-6.683834076E0,1.686944366E-1,6.751418394E0
8.350342028E0,-8.797060847E-1,-6.741209984E0,1.987174749E-1,6.801270725E0
8.361922132E0,-7.452408075E-1,-6.654910088E0,2.000216246E-1,6.699494069E0
8.370038538E0,-8.637791872E-1,-6.516615868E0,2.154918313E-1,6.577144789E0
8.380479424E0,-8.115369081E-1,-6.163775921E0,1.258760691E-1,6.218244973E0
8.390237445E0,-7.252822518E-1,-5.971988678E0,2.267563343E-2,6.015912009E0
8.400325934E0,-7.131173015E-1,-5.641215324E0,-7.659327984E-2,5.686625814E0
8.410330986E0,-6.080469489E-1,-5.324820042E0,-7.393705845E-2,5.359934352E0
8.420609476E0,-5.340560079E-1,-5.040543079E0,-4.662609100E-2,5.068970738E0
8.430154788E0,-4.581338167E-1,-4.647528648E0,4.179334641E-2,4.670241516E0
8.440387653E0,-3.471664190E-1,-4.113819599E0,1.500245333E-1,4.131167338E0
8.450353122E0,-2.525594234E-1,-3.538885117E0,1.514256001E-1,3.551115859E0
8.460260570E0,-2.534083128E-1,-3.011851311E0,7.639777660E-2,3.023458402E0
8.470419007E0,-8.124220371E-2,-2.430494785E0,3.128540516E-2,2.432053448E0
8.480422757E0,-1.963923573E-1,-1.970688820E0,8.959257603E-2,1.982476031E0
8.490196767E0,-3.769159317E-1,-1.434501648E0,9.009373188E-2,1.485926471E0
8.500848955E0,-2.459366322E-1,-7.375879288E-1,-8.285576105E-2,7.819116682E-1
8.510377080E0,-4.811992645E-1,2.004604340E-1,1.171414852E-1,5.342838621E-1
8.521048226E0,-4.409231842E-1,9.013118744E-1,2.004012465E-1,1.023199398E0
8.530682757E0,-7.490218878E-1,1.494267464E0,2.447074056E-1,1.689304814E0
8.540357288E0,-1.053542852E0,2.029510498E0,2.405840755E-1,2.299292522E0
8.550156090E0,-9.917720556E-1,2.587957382E0,2.089689970E-1,2.779353030E0
8.560492080E0,-1.179191113E0,3.209680557E0,1.563961506E-1,3.423010475E0
8.570081820E0,-1.335417509E0,3.927083969E0,1.319544911E-1,4.150028965E0
8.580422653E0,-1.286481380E0,4.723137856E0,2.672677636E-1,4.902499118E0
8.590111715E0,-1.251510501E0,5.201123238E0,1.827606559E-1,5.352696790E0
8.600342340E0,-9.213064313E-1,5.619752884E0,-8.048254251E-2,5.695340680E0
8.610373590E0,-9.095138311E-1,5.619105339E0,-8.605450392E-2,5.692887281E0
8.621250465E0,-3.111948669E-1,5.858072281E0,-4.462076426E-1,5.883277518E0
